Level,Date,Time,EventID,TaskCategory,Info
Information, 5/12/2014, 3:43:05 PM, 7036, None, The SSDP Discovery service entered the running state.
Information, 5/12/2014, 3:43:04 PM, 7036, None, The Background Intelligent Transfer Service service entered the running state.
Information, 5/12/2014, 3:43:04 PM, 7036, None, The Portable Device Enumerator Service service entered the running state.
Information, 5/12/2014, 3:43:04 PM, 7036, None, The Network List Service service entered the running state.
Information, 5/12/2014, 3:43:04 PM, 7036, None, The Diagnostic Service Host service entered the running state.
Information, 5/12/2014, 3:43:03 PM, 7036, None, The Diagnostic System Host service entered the running state.
Information, 5/12/2014, 3:43:03 PM, 7036, None, The Server service entered the running state.
Information, 5/12/2014, 3:43:03 PM, 7036, None, The IP Helper service entered the running state.
Information, 5/12/2014, 3:43:02 PM, 7036, None, The HP Auto service entered the running state.
Information, 5/12/2014, 3:42:57 PM, 7036, None, The Windows Management Instrumentation service entered the running state.
Information, 5/12/2014, 3:42:57 PM, 7036, None, The ArcCapture service entered the running state.
Information, 5/12/2014, 3:42:56 PM, 7036, None, The Skype Updater service entered the running state.
Information, 5/12/2014, 3:42:56 PM, 7036, None, The Distributed Link Tracking Client service entered the running state.
Information, 5/12/2014, 3:42:56 PM, 7036, None, The Superfetch service entered the running state.
Information, 5/12/2014, 3:42:54 PM, 7036, None, The PDF Document Manager service entered the running state.
Information, 5/12/2014, 3:42:51 PM, 7036, None, The Network Location Awareness service entered the running state.
Information, 5/12/2014, 3:42:50 PM, 7036, None, The Program Compatibility Assistant Service service entered the running state.
Information, 5/12/2014, 3:42:50 PM, 201, None, The Program Compatibility Assistant service started successfully.
Information, 5/12/2014, 3:42:50 PM, 7036, None, The Intel(R) Dynamic Application Loader Host Interface Service service entered the running state.
Information, 5/12/2014, 3:42:46 PM, 7036, None, The Function Discovery Resource Publication service entered the running state.
Information, 5/12/2014, 3:42:45 PM, 7036, None, The Intel(R) Capability Licensing Service Interface service entered the running state.
Information, 5/12/2014, 3:42:43 PM, 7036, None, The Cryptographic Services service entered the running state.
Information, 5/12/2014, 3:42:43 PM, 7036, None, The Diagnostic Policy Service service entered the running state.
Information, 5/12/2014, 3:42:43 PM, 7036, None, The Bonjour Service service entered the running state.
Information, 5/12/2014, 3:42:43 PM, 7036, None, The Workstation service entered the running state.
Information, 5/12/2014, 3:42:42 PM, 7036, None, The Windows Firewall service entered the running state.
Information, 5/12/2014, 3:42:42 PM, 7036, None, The Base Filtering Engine service entered the running state.
Information, 5/12/2014, 3:42:41 PM, 7036, None, The Print Spooler service entered the running state.
Information, 5/12/2014, 3:42:40 PM, 7036, None, The Task Scheduler service entered the running state.
Information, 5/12/2014, 3:42:40 PM, 10001, None, Module Path: C:\windows\system32\athihvs.dll
Information, 5/12/2014, 3:42:39 PM, 7036, None, The Shell Hardware Detection service entered the running state.
Information, 5/12/2014, 3:42:39 PM, 4000, None, Information 5/12/2014 3:42:39 PM Service Control Manager 7036 None The WLAN AutoConfig service entered the running state.
Information, 5/12/2014, 3:42:37 PM, 7036, None, The Extensible Authentication Protocol service entered the running state.
Information, 5/12/2014, 3:42:37 PM, 7036, None, The DNS Client service entered the running state.
Information, 5/12/2014, 3:42:37 PM, 7036, None, The DHCP Client service entered the running state.
Information, 5/12/2014, 3:42:37 PM, 6, Information, 5/12/2014 3:42:37 PM Microsoft-Windows-Dhcp-Client 50036 Service State Event DHCPv4 client service is started
Information, 5/12/2014, 3:42:36 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/12/2014, 3:42:36 PM, 7036, None, The CNG Key Isolation service entered the running state.
Information, 5/12/2014, 3:42:36 PM, 7036, None, The Network Store Interface Service service entered the running state.
Information, 5/12/2014, 3:42:36 PM, 7036, None, The Validity VCS Fingerprint Service service entered the running state.
Information, 5/12/2014, 3:42:35 PM, 7036, None, The Windows Driver Foundation - User-mode Driver Framework service entered the running state.
Information, 5/12/2014, 3:42:33 PM, 7036, None, The Security Accounts Manager service entered the running state.
Information, 5/12/2014, 3:42:33 PM, 7036, None, The Desktop Window Manager Session Manager service entered the running state.
Information, 5/12/2014, 3:42:33 PM, 7036, None, The HP Service service entered the running state.
Information, 5/12/2014, 3:42:32 PM, 7036, None, The Offline Files service entered the running state.
Information, 5/12/2014, 3:42:31 PM, 7036, None, The Group Policy Client service entered the running state.
Information, 5/12/2014, 3:42:31 PM, 7036, None, The System Event Notification Service service entered the running state.
Information, 5/12/2014, 3:42:31 PM, 7036, None, The COM+ Event System service entered the running state.
Information, 5/12/2014, 3:42:31 PM, 7036, None, The User Profile Service service entered the running state.
Information, 5/12/2014, 3:42:31 PM, 7036, None, The Themes service entered the running state.
Information, 5/12/2014, 3:42:31 PM, 7036, None, The Audio Service service entered the running state.
Information, 5/12/2014, 3:42:30 PM, 7036, None, The Windows Audio service entered the running state.
Information, 5/12/2014, 3:42:29 PM, 7036, None, The Windows Audio Endpoint Builder service entered the running state.
Information, 5/12/2014, 3:42:28 PM, 7036, None, The Windows Font Cache Service service entered the running state.
Information, 5/12/2014, 3:42:28 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/12/2014, 3:42:28 PM, 7036, None, The Windows Event Log service entered the running state.
Information, 5/12/2014, 3:42:27 PM, 7036, None, The Microsoft Antimalware Service service entered the running state.
Information, 5/12/2014, 3:42:25 PM, 7036, None, The Remote Procedure Call (RPC) service entered the running state.
Information, 5/12/2014, 3:42:24 PM, 7036, None, The RPC Endpoint Mapper service entered the running state.
Information, 5/12/2014, 3:42:24 PM, 7036, None, The DCOM Server Process Launcher service entered the running state.
Information, 5/12/2014, 3:42:24 PM, 6, None, File System Filter 'luafv' (6.1 ‎2009‎-‎07‎-‎13T18:26:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information, 5/12/2014, 3:42:24 PM, 7036, None, The Power service entered the running state.
Information, 5/12/2014, 3:42:24 PM, 7036, None, The Plug and Play service entered the running state.
Information, 5/12/2014, 3:42:08 PM, 2, None, Intel(R) Management Engine Interface driver has started successfully.
Information, 5/12/2014, 3:42:08 PM, 10114, Startup, of the UMDF reflector The UMDF reflector was unable to complete startup because the WUDFPf service was not found.  This service may be started later during boot at which point Windows will attempt to start the device again.
Information, 5/12/2014, 3:41:58 PM, 6, None, File System Filter 'MpFilter' (6.3 ‎2013‎-‎09‎-‎13T21:17:40.000000000Z) has successfully loaded and registered with Filter Manager.
Information, 5/12/2014, 3:41:58 PM, 6, None, File System Filter 'FileInfo' (6.1 ‎2009‎-‎07‎-‎13T18:34:25.000000000Z) has successfully loaded and registered with Filter Manager.
Information, 5/12/2014, 3:41:58 PM, 12, None, The operating system started at system time ‎2014‎-‎05‎-‎12T20:41:58.125599400Z.
Information, 5/12/2014, 3:38:18 PM, 13, None, The operating system is shutting down at system time ‎2014‎-‎05‎-‎12T20:38:18.358200700Z.
Information, 5/12/2014, 3:42:27 PM, 6013, None, The system uptime is 29 seconds.
Information, 5/12/2014, 3:42:27 PM, 6005, None, The Event log service was started.
Information, 5/12/2014, 3:42:27 PM, 6009, None, Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information, 5/12/2014, 3:38:15 PM, 7036, None, The Microsoft Antimalware Service service entered the stopped state.
Information, 5/12/2014, 3:38:14 PM, 7036, None, The Audio Service service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The WLAN AutoConfig service entered the stopped state.
Warning, 5/12/2014, 3:38:12 PM, 4001, None, Warning 5/12/2014 3:38:12 PM Microsoft-Windows-WLAN-AutoConfig 10002 None "WLAN Extensibility Module has stopped.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Intel(R) Management and Security Application Local Management Service service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Windows Search service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Superfetch service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Validity VCS Fingerprint Service service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Intel(R) Rapid Storage Technology service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The HP Service service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Windows Modules Installer service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Function Discovery Resource Publication service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Windows Management Instrumentation service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Security Center service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The User Profile Service service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Intel(R) Management and Security Application User Notification Service service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The UPnP Device Host service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Desktop Window Manager Session Manager service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Distributed Link Tracking Client service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The SSDP Discovery service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Plug and Play service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The Power service entered the stopped state.
Information, 5/12/2014, 3:38:12 PM, 7036, None, The PDF Document Manager service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Windows Event Log service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The DHCP Client service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Cryptographic Services service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Intel(R) ME Service service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 50037, Service, State Event DHCPv4 client service is stopped. ShutDown Flag value is 1
Information, 5/12/2014, 3:38:11 PM, 7036, None, The HP Auto service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The HP Software Framework Service service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 6, Information, 5/12/2014 3:38:11 PM Service Control Manager 7036 None The Windows Font Cache Service service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Diagnostic System Host service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Diagnostic Service Host service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Extensible Authentication Protocol service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Diagnostic Policy Service service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Bonjour Service service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Windows Installer service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 6006, None, The Event log service was stopped.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Group Policy Client service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Windows Update service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The Windows Media Player Network Sharing Service service entered the stopped state.
Information, 5/12/2014, 3:38:11 PM, 7036, None, The UPnP Device Host service entered the running state.
Information, 5/12/2014, 3:38:11 PM, 27, Windows, Update Agent Automatic Updates is now paused.
Information, 5/12/2014, 3:38:11 PM, 14205, None, Service 'WMPNetworkSvc' stopped.
Information, 5/12/2014, 3:38:11 PM, 1074, None, Reason Code: 0x500ff
Information, 5/12/2014, 3:38:09 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/12/2014, 3:38:02 PM, 7036, None, The Computer Browser service entered the stopped state.
Information, 5/12/2014, 3:37:56 PM, 7036, None, The Computer Browser service entered the running state.
Information, 5/12/2014, 3:37:50 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/12/2014, 3:37:12 PM, 7036, None, The Windows Error Reporting Service service entered the stopped state.
Information, 5/12/2014, 3:36:37 PM, 10001, None, Module Path: C:\windows\system32\athihvs.dll
Warning, 5/12/2014, 3:36:34 PM, 10002, None, Module Path: C:\windows\system32\athihvs.dll
Information, 5/12/2014, 3:36:33 PM, 10001, None, Module Path: C:\windows\system32\athihvs.dll
Information, 5/12/2014, 3:36:18 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the stopped state.
Information, 5/12/2014, 3:36:18 PM, 7042, None, The reason specified was: 0x40030011 [Operating System: Network Connectivity (Planned)]
Warning, 5/12/2014, 3:36:17 PM, 1014, None, Name resolution for the name teredo.ipv6.microsoft.com timed out after none of the configured DNS servers responded.
Warning, 5/12/2014, 3:36:05 PM, 10002, None, Module Path: C:\windows\system32\athihvs.dll
Information, 5/12/2014, 3:35:47 PM, 7036, None, The Windows Installer service entered the running state.
Information, 5/12/2014, 3:35:44 PM, 7036, None, The Software Protection service entered the stopped state.
Information, 5/12/2014, 3:35:12 PM, 7036, None, The Windows Error Reporting Service service entered the running state.
Information, 5/12/2014, 3:34:50 PM, 7036, None, The Multimedia Class Scheduler service entered the stopped state.
Information, 5/12/2014, 3:32:27 PM, 18, Automatic, Updates Installation Ready: The following updates are downloaded and ready for installation. This computer is currently scheduled to install these updates on ‎Tuesday ‎May ‎13 ‎2014 at 3:00 AM: 
Information, 5/12/2014, 3:31:34 PM, 7036, None, The Windows Modules Installer service entered the running state.
Information, 5/12/2014, 3:30:42 PM, 7036, None, The Intel(R) Management and Security Application User Notification Service service entered the running state.
Information, 5/12/2014, 3:30:40 PM, 7036, None, The Windows Update service entered the running state.
Information, 5/12/2014, 3:30:36 PM, 7036, None, The Security Center service entered the running state.
Information, 5/12/2014, 3:30:36 PM, 7036, None, The Software Protection service entered the running state.
Information, 5/12/2014, 3:30:33 PM, 7036, None, The Intel(R) Management and Security Application Local Management Service service entered the running state.
Information, 5/12/2014, 3:30:32 PM, 7036, None, The Intel(R) ME Service service entered the running state.
Information, 5/12/2014, 3:30:32 PM, 7036, None, The Intel(R) Rapid Storage Technology service entered the running state.
Information, 5/12/2014, 3:30:31 PM, 7036, None, The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information, 5/12/2014, 3:30:28 PM, 7036, None, The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information, 5/12/2014, 3:30:28 PM, 7036, None, The Portable Device Enumerator Service service entered the stopped state.
Information, 5/12/2014, 3:30:21 PM, 7036, None, The Skype Updater service entered the stopped state.
Information, 5/12/2014, 3:30:15 PM, 7036, None, The HP Software Framework Service service entered the running state.
Information, 5/12/2014, 3:29:51 PM, 206, None, The Program Compatibility Assistant service successfully performed phase two initialization.
Information, 5/12/2014, 3:29:48 PM, 7036, None, The Computer Browser service entered the stopped state.
Information, 5/12/2014, 3:29:42 PM, 7036, None, The Computer Browser service entered the running state.
Information, 5/12/2014, 3:29:41 PM, 7036, None, The Windows Media Player Network Sharing Service service entered the running state.
Information, 5/12/2014, 3:29:41 PM, 14204, None, Service 'WMPNetworkSvc' started.
Information, 5/12/2014, 3:29:40 PM, 7036, None, The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information, 5/12/2014, 3:28:47 PM, 7036, None, The Windows Search service entered the running state.
Information, 5/12/2014, 3:28:45 PM, 7036, None, The Network Connections service entered the running state.
Information, 5/12/2014, 3:28:40 PM, 7036, None, The Application Information service entered the running state.
Information, 5/12/2014, 3:28:33 PM, 7036, None, The SSDP Discovery service entered the running state.
Information, 5/12/2014, 3:28:32 PM, 7036, None, The Background Intelligent Transfer Service service entered the running state.
Information, 5/12/2014, 3:28:28 PM, 7036, None, The Network List Service service entered the running state.
Information, 5/12/2014, 3:28:28 PM, 7036, None, The Portable Device Enumerator Service service entered the running state.
Information, 5/12/2014, 3:28:27 PM, 7036, None, The Diagnostic Service Host service entered the running state.
Information, 5/12/2014, 3:28:27 PM, 7036, None, The Diagnostic System Host service entered the running state.
Information, 5/12/2014, 3:28:27 PM, 7036, None, The Application Experience service entered the running state.
Information, 5/12/2014, 3:28:27 PM, 7036, None, The IP Helper service entered the running state.
Information, 5/12/2014, 3:28:27 PM, 7036, None, The Server service entered the running state.
Information, 5/12/2014, 3:28:25 PM, 7036, None, The HP Auto service entered the running state.
Information, 5/12/2014, 3:28:20 PM, 7036, None, The Windows Management Instrumentation service entered the running state.
Information, 5/12/2014, 3:28:20 PM, 7036, None, The ArcCapture service entered the running state.
Information, 5/12/2014, 3:28:20 PM, 7036, None, The Skype Updater service entered the running state.
Information, 5/12/2014, 3:28:20 PM, 7036, None, The Distributed Link Tracking Client service entered the running state.
Information, 5/12/2014, 3:28:19 PM, 7036, None, The Superfetch service entered the running state.
Information, 5/12/2014, 3:28:18 PM, 7036, None, The PDF Document Manager service entered the running state.
Information, 5/12/2014, 3:28:17 PM, 7036, None, The Network Location Awareness service entered the running state.
Information, 5/12/2014, 3:28:16 PM, 7036, None, The Program Compatibility Assistant Service service entered the running state.
Information, 5/12/2014, 3:28:16 PM, 201, None, The Program Compatibility Assistant service started successfully.
Information, 5/12/2014, 3:28:16 PM, 7036, None, The Intel(R) Dynamic Application Loader Host Interface Service service entered the running state.
Information, 5/12/2014, 3:28:14 PM, 7036, None, The Function Discovery Resource Publication service entered the running state.
Information, 5/12/2014, 3:28:13 PM, 7036, None, The Intel(R) Capability Licensing Service Interface service entered the running state.
Information, 5/12/2014, 3:28:12 PM, 7036, None, The Diagnostic Policy Service service entered the running state.
Information, 5/12/2014, 3:28:12 PM, 7036, None, The Cryptographic Services service entered the running state.
Information, 5/12/2014, 3:28:12 PM, 7036, None, The Bonjour Service service entered the running state.
Information, 5/12/2014, 3:28:12 PM, 7036, None, The Workstation service entered the running state.
Information, 5/12/2014, 3:28:12 PM, 7036, None, The Windows Firewall service entered the running state.
Information, 5/12/2014, 3:28:11 PM, 7036, None, The Base Filtering Engine service entered the running state.
Information, 5/12/2014, 3:28:11 PM, 7036, None, The Print Spooler service entered the running state.
Information, 5/12/2014, 3:28:11 PM, 7036, None, The Task Scheduler service entered the running state.
Information, 5/12/2014, 3:28:10 PM, 10001, None, Module Path: C:\windows\system32\athihvs.dll
Information, 5/12/2014, 3:28:09 PM, 7036, None, The Shell Hardware Detection service entered the running state.
Information, 5/12/2014, 3:28:09 PM, 4000, None, Information 5/12/2014 3:28:09 PM Service Control Manager 7036 None The WLAN AutoConfig service entered the running state.
Information, 5/12/2014, 3:28:08 PM, 7036, None, The Extensible Authentication Protocol service entered the running state.
Information, 5/12/2014, 3:28:07 PM, 7036, None, The DNS Client service entered the running state.
Information, 5/12/2014, 3:28:07 PM, 7036, None, The DHCP Client service entered the running state.
Information, 5/12/2014, 3:28:07 PM, 6, Information, 5/12/2014 3:28:07 PM Service Control Manager 7036 None The CNG Key Isolation service entered the running state.
Information, 5/12/2014, 3:28:06 PM, 50036, Service, State Event DHCPv4 client service is started
Information, 5/12/2014, 3:28:06 PM, 7036, None, The TCP/IP NetBIOS Helper service entered the running state.
Information, 5/12/2014, 3:28:06 PM, 7036, None, The Network Store Interface Service service entered the running state.
Information, 5/12/2014, 3:28:05 PM, 7036, None, The Validity VCS Fingerprint Service service entered the running state.
Information, 5/12/2014, 3:28:05 PM, 7036, None, The Windows Driver Foundation - User-mode Driver Framework service entered the running state.
Information, 5/12/2014, 3:28:03 PM, 7036, None, The Security Accounts Manager service entered the running state.
Information, 5/12/2014, 3:28:03 PM, 7036, None, The Desktop Window Manager Session Manager service entered the running state.
Information, 5/12/2014, 3:28:03 PM, 7036, None, The HP Service service entered the running state.
Information, 5/12/2014, 3:28:01 PM, 7036, None, The Offline Files service entered the running state.
Information, 5/12/2014, 3:28:01 PM, 7036, None, The System Event Notification Service service entered the running state.
Information, 5/12/2014, 3:28:01 PM, 7036, None, The COM+ Event System service entered the running state.
Information, 5/12/2014, 3:28:01 PM, 7036, None, The Group Policy Client service entered the running state.
Information, 5/12/2014, 3:28:01 PM, 7036, None, The User Profile Service service entered the running state.
Information, 5/12/2014, 3:28:01 PM, 7036, None, The Themes service entered the running state.
Information, 5/12/2014, 3:28:01 PM, 7036, None, The Audio Service service entered the running state.
Information, 5/12/2014, 3:28:00 PM, 7036, None, The Windows Audio service entered the running state.
Information, 5/12/2014, 3:27:57 PM, 7036, None, The Windows Audio Endpoint Builder service entered the running state.
Information, 5/12/2014, 3:27:57 PM, 7036, None, The Multimedia Class Scheduler service entered the running state.
Information, 5/12/2014, 3:27:57 PM, 7036, None, The Windows Font Cache Service service entered the running state.
Information, 5/12/2014, 3:27:57 PM, 7036, None, The Windows Event Log service entered the running state.
Information, 5/12/2014, 3:27:57 PM, 7036, None, The Microsoft Antimalware Service service entered the running state.
Information, 5/12/2014, 3:27:51 PM, 7036, None, The Remote Procedure Call (RPC) service entered the running state.
Information, 5/12/2014, 3:27:51 PM, 7036, None, The RPC Endpoint Mapper service entered the running state.
Information, 5/12/2014, 3:27:51 PM, 7036, None, The DCOM Server Process Launcher service entered the running state.
Information, 5/12/2014, 3:27:51 PM, 6, None, File System Filter 'luafv' (6.1 ‎2009‎-‎07‎-‎13T18:26:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information, 5/12/2014, 3:27:51 PM, 7036, None, The Power service entered the running state.
Information, 5/12/2014, 3:27:51 PM, 7036, None, The Plug and Play service entered the running state.
Information, 5/12/2014, 3:27:36 PM, 2, None, Intel(R) Management Engine Interface driver has started successfully.
Information, 5/12/2014, 3:27:36 PM, 10114, Startup, of the UMDF reflector The UMDF reflector was unable to complete startup because the WUDFPf service was not found.  This service may be started later during boot at which point Windows will attempt to start the device again.
Information, 5/12/2014, 3:26:55 PM, 6, None, File System Filter 'MpFilter' (6.3 ‎2013‎-‎09‎-‎13T21:17:40.000000000Z) has successfully loaded and registered with Filter Manager.
Information, 5/12/2014, 3:26:55 PM, 6, None, File System Filter 'FileInfo' (6.1 ‎2009‎-‎07‎-‎13T18:34:25.000000000Z) has successfully loaded and registered with Filter Manager.
Information, 5/12/2014, 3:26:54 PM, 12, None, The operating system started at system time ‎2014‎-‎05‎-‎12T20:26:54.125599400Z.
Information, 5/12/2014, 3:26:42 PM, 13, None, The operating system is shutting down at system time ‎2014‎-‎05‎-‎12T20:26:42.053450900Z.
Information, 5/12/2014, 3:26:38 PM, 7036, None, The Windows Search service entered the stopped state.
Information, 5/12/2014, 3:26:38 PM, 7036, None, The Audio Service service entered the stopped state.
Information, 5/12/2014, 3:26:38 PM, 7036, None, The Windows Media Player Network Sharing Service service entered the stopped state.
Information, 5/12/2014, 3:26:37 PM, 7036, None, The Microsoft Antimalware Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Superfetch service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Windows Event Log service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Intel(R) Management and Security Application User Notification Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Volume Shadow Copy service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Intel(R) ME Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The HP Software Framework Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The WLAN AutoConfig service entered the stopped state.
Warning, 5/12/2014, 3:26:36 PM, 4001, None, Warning 5/12/2014 3:26:36 PM Microsoft-Windows-WLAN-AutoConfig 10002 None "WLAN Extensibility Module has stopped.
Information, 5/12/2014, 3:27:57 PM, 6013, None, The system uptime is 63 seconds.
Information, 5/12/2014, 3:27:57 PM, 6005, None, The Event log service was started.
Information, 5/12/2014, 3:27:57 PM, 6009, None, Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Windows Management Instrumentation service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Security Center service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Plug and Play service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The SSDP Discovery service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Intel(R) Management and Security Application Local Management Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The User Profile Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Validity VCS Fingerprint Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Desktop Window Manager Session Manager service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Function Discovery Resource Publication service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Cryptographic Services service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The HP Service service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Intel(R) Rapid Storage Technology service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Microsoft Software Shadow Copy Provider service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Distributed Link Tracking Client service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Extensible Authentication Protocol service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The Power service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The PDF Document Manager service entered the stopped state.
Information, 5/12/2014, 3:26:36 PM, 7036, None, The HP Auto service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Windows Font Cache Service service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The DHCP Client service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 50037, Service, State Event DHCPv4 client service is stopped. ShutDown Flag value is 1
Information, 5/12/2014, 3:26:35 PM, 6, Information, 5/12/2014 3:26:35 PM Service Control Manager 7036 None The Diagnostic Policy Service service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Diagnostic Service Host service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Bonjour Service service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Windows Installer service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Group Policy Client service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 7036, None, The Windows Update service entered the stopped state.
Information, 5/12/2014, 3:26:35 PM, 27, Windows, Update Agent Automatic Updates is now paused.
Information, 5/12/2014, 3:26:36 PM, 6006, None, The Event log service was stopped.
Information, 5/12/2014, 3:26:35 PM, 1074, None, Reason Code: 0x500ff
Information, 5/12/2014, 3:26:29 PM, 1074, None, Reason Code: 0x0
Information, 5/12/2014, 3:26:14 PM, 7036, None, The Diagnostic System Host service entered the stopped state.
Information, 5/12/2014, 3:25:29 PM, 7036, None, The Windows Error Reporting Service service entered the running state.
Information, 5/12/2014, 3:25:28 PM, 33, None, The oldest shadow copy of volume C: was deleted to keep disk space usage for shadow copies of volume C: below the user defined limit.
Information, 5/12/2014, 3:24:02 PM, 33, None, The oldest shadow copy of volume C: was deleted to keep disk space usage for shadow copies of volume C: below the user defined limit.
Information, 5/12/2014, 3:24:02 PM, 33, None, The oldest shadow copy of volume C: was deleted to keep disk space usage for shadow copies of volume C: below the user defined limit.
